level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.4455260103467955,6223.957302751148,-0.05841608562010411,0.2644277712145173,0.2644277712145173,0.2644277712145173,0.2644277712145173,0.2644277712145173,0.2644277712145173,1.0,1.0,1.0,1.0,1.0,1.0,13.645238760924363,4.237861238907757,4.70989205745454,4.182365709407717,4.26009879552106,3.5533164406551583,-0.127,-0.635,-0.07400000000000001,-0.168,0.5,5.763900552124842e-07,5.958050111943213e-07,5.777163927733748e-07,5.864371256370304e-07,6.077631976533015e-07,5.880390288015865e-07,3.4222162998570234
HD222368,1,4.348095569107024,6404.3682173638945,-0.09765628297405388,0.24194680022570503,0.24194680022570503,0.24194680022570503,0.24194680022570503,0.24194680022570503,0.24194680022570503,1.0,1.0,1.0,1.0,1.0,1.0,13.620322030916634,4.237224129383695,4.712563190751494,4.183208364396072,4.260360311108798,3.5593014198866295,-0.11199999999999999,-0.562,-0.062,-0.14800000000000002,0.469,5.688153698730139e-07,5.556939881502398e-07,5.709231179044879e-07,5.75594784608312e-07,6.219284252205451e-07,5.609425408393495e-07,3.252611210435861
HD222368,2,4.592512523898126,6272.102626427687,0.03244048721188529,0.27148841304173954,0.27148841304173954,0.27148841304173954,0.27148841304173954,0.27148841304173954,0.27148841304173954,1.0,1.0,1.0,1.0,1.0,1.0,13.676700685781004,4.237596208549395,4.704450608111273,4.170543523057131,4.2636789554166565,3.562814268937716,-0.11800000000000001,-0.626,-0.064,-0.159,0.501,5.717714830208507e-07,5.938554293650877e-07,5.786867857582714e-07,5.79681435914357e-07,6.019151396833306e-07,5.850218508273929e-07,3.4203755858248805
HD222368,3,4.456909207188266,6364.308146330435,-0.013490773294682068,0.25911227245000995,0.25911227245000995,0.25911227245000995,0.25911227245000995,0.25911227245000995,0.25911227245000995,1.0,1.0,1.0,1.0,1.0,1.0,13.639903227202902,4.237136316730634,4.730715421966679,4.170407516311532,4.259416645850873,3.5556086625196093,-0.111,-0.584,-0.059000000000000004,-0.149,0.483,5.683376771537936e-07,5.576668202536464e-07,5.761001232167988e-07,5.766261268197486e-07,6.160521954581935e-07,5.619351630137052e-07,3.2677423934219956
HD222368,4,4.286499013520683,6421.484000006644,-0.06799748555518076,0.23309850454652678,0.23309850454652678,0.23309850454652678,0.23309850454652678,0.23309850454652678,0.23309850454652678,1.0,1.0,1.0,1.0,1.0,1.0,13.60889731586628,4.237115682514597,4.720295701389621,4.187249744722349,4.262118906354278,3.5580802188884166,-0.107,-0.5539999999999999,-0.057,-0.14300000000000002,0.469,5.662584575592418e-07,5.476999409210484e-07,5.66188542627719e-07,5.720228956367837e-07,6.226283437650901e-07,5.551233475763259e-07,3.213471060440992
HD222368,5,4.391458503083128,6395.021006722614,-0.14247511251222256,0.23476540677495947,0.23476540677495947,0.23476540677495947,0.23476540677495947,0.23476540677495947,0.23476540677495947,1.0,1.0,1.0,1.0,1.0,1.0,13.5723938414821,4.237499285048255,4.735854047407994,4.179699438534002,4.262019179334456,3.553149289099528,-0.11699999999999999,-0.5660000000000001,-0.067,-0.152,0.466,5.712961017043137e-07,5.459078704802136e-07,5.754150268601298e-07,5.768372568648721e-07,6.27193081430587e-07,5.560631629698537e-07,3.2016662498669994
HD222368,6,4.148367765646772,6474.883112391642,-0.034004670983778816,0.21247519347719757,0.21247519347719757,0.21247519347719757,0.21247519347719757,0.21247519347719757,0.21247519347719757,1.0,1.0,1.0,1.0,1.0,1.0,13.623379996153043,4.236916506276241,4.7308444028493355,4.177947400183595,4.260735271319261,3.558580718550118,-0.09699999999999999,-0.531,-0.047,-0.132,0.46399999999999997,5.611699049233861e-07,5.310350825936784e-07,5.658248468732831e-07,5.669788596523422e-07,6.252139897726664e-07,5.430890115255615e-07,3.1505021629587064
HD222368,7,4.274668598789944,6440.497831634112,-0.05551535142968841,0.23058129571868696,0.23058129571868696,0.23058129571868696,0.23058129571868696,0.23058129571868696,0.23058129571868696,1.0,1.0,1.0,1.0,1.0,1.0,13.658107785375575,4.236742558039173,4.695794257224537,4.162285007722947,4.261030121115644,3.559283235510316,-0.10400000000000001,-0.5479999999999999,-0.054000000000000006,-0.14,0.467,5.648900842119447e-07,5.571129731765771e-07,5.777593354502078e-07,5.710168529780311e-07,6.230855511508184e-07,5.602238175907241e-07,3.266492500444683
HD222368,8,4.4043457043682555,6334.547163151698,-0.1284027154879026,0.24671267010099354,0.24671267010099354,0.24671267010099354,0.24671267010099354,0.24671267010099354,0.24671267010099354,1.0,1.0,1.0,1.0,1.0,1.0,13.64650199101136,4.237876005760424,4.716530967043036,4.190918334762292,4.261421453511064,3.555619652307329,-0.121,-0.588,-0.07,-0.158,0.47700000000000004,5.732057949384119e-07,5.670855587789346e-07,5.710756473495978e-07,5.803532130975367e-07,6.194597796586022e-07,5.695336532427256e-07,3.3151341132198247
HD222368,9,4.369256369576882,6374.044012578095,0.04135082631841602,0.25434986040740937,0.25434986040740937,0.25434986040740937,0.25434986040740937,0.25434986040740937,0.25434986040740937,1.0,1.0,1.0,1.0,1.0,1.0,13.708341382384466,4.237149813104349,4.7379297395104825,4.16036857017065,4.258407869038405,3.553511319435707,-0.10400000000000001,-0.579,-0.052000000000000005,-0.14300000000000002,0.486,5.646782360611296e-07,5.514283354867479e-07,5.777148705735461e-07,5.739814103222715e-07,6.155402362192173e-07,5.567282957165007e-07,3.2700330549303573
