level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.08200134786933,6105.287918461514,-0.0897466711552277,0.2407280250953765,0.2407280250953765,0.2407280250953765,0.2407280250953765,0.2407280250953765,0.2407280250953765,1.0,1.0,1.0,1.0,1.0,1.0,13.647347322788221,4.236762300971983,4.735328178326668,4.162900508471659,4.261502409894367,3.5546409977552864,-0.138,-0.6679999999999999,-0.084,-0.183,0.514,5.828489980751892e-07,5.999702323530227e-07,5.936094023625087e-07,5.938270964826124e-07,5.992452159351788e-07,5.931217386418893e-07,3.452863070302903
HD222368,1,4.294598906094238,6221.661890812876,0.07987968686082217,0.26463366602825156,0.26463366602825156,0.26463366602825156,0.26463366602825156,0.26463366602825156,0.26463366602825156,1.0,1.0,1.0,1.0,1.0,1.0,13.609938839357696,4.238385401103398,4.678510629137262,4.177067569433696,4.2612173395587805,3.5615695766698248,-0.11599999999999999,-0.637,-0.061,-0.16,0.512,5.703045207329804e-07,6.144078035239499e-07,5.73632761407313e-07,5.81532563920215e-07,5.965311735399103e-07,5.967664904075621e-07,3.4550616507693537
HD222368,2,4.435027359302304,6187.382281276017,-0.13569992559077462,0.2555364597551944,0.2555364597551944,0.2555364597551944,0.2555364597551944,0.2555364597551944,0.2555364597551944,1.0,1.0,1.0,1.0,1.0,1.0,13.640155492670111,4.237422606719655,4.70267325424058,4.182039168371144,4.2624015206802595,3.556215483908574,-0.136,-0.645,-0.084,-0.177,0.498,5.814226309045756e-07,6.053292682050442e-07,5.832373221444598e-07,5.900656947687679e-07,6.072601479832099e-07,5.957666132848567e-07,3.4646058102385564
HD222368,3,4.128340455770985,6138.752204783229,-0.04269100822608578,0.24846930359606306,0.24846930359606306,0.24846930359606306,0.24846930359606306,0.24846930359606306,0.24846930359606306,1.0,1.0,1.0,1.0,1.0,1.0,13.612187441371152,4.237609203532034,4.727416497771961,4.177734382291416,4.25964826238375,3.556148871298623,-0.131,-0.659,-0.077,-0.17600000000000002,0.513,5.786517797659083e-07,5.993691359536291e-07,5.817912988238143e-07,5.910193088337683e-07,5.989649732571306e-07,5.910821934785406e-07,3.423282525181767
HD222368,4,3.9324134226104532,6132.199208698343,-0.1691042025406264,0.2177750835489065,0.2177750835489065,0.2177750835489065,0.2177750835489065,0.2177750835489065,0.2177750835489065,1.0,1.0,1.0,1.0,1.0,1.0,13.685680018014539,4.237810071045257,4.7114839490810025,4.18554154717207,4.263464215810029,3.5564378942178645,-0.13699999999999998,-0.6459999999999999,-0.085,-0.18100000000000002,0.504,5.817507424498428e-07,6.009902065521339e-07,5.818946386199152e-07,5.916641948592235e-07,6.03789862378423e-07,5.932944209112175e-07,3.4732980543793524
HD222368,5,3.949286299276815,6158.349423127984,-0.08583013545046961,0.24369362304156486,0.24369362304156486,0.24369362304156486,0.24369362304156486,0.24369362304156486,0.24369362304156486,1.0,1.0,1.0,1.0,1.0,1.0,13.647725405626682,4.239031125355049,4.706321270829272,4.1823018780599055,4.264974222067607,3.5578086527012167,-0.129,-0.6409999999999999,-0.076,-0.17300000000000001,0.507,5.768309101373603e-07,6.010802609874987e-07,5.788155945136067e-07,5.865044151764411e-07,6.013641212724255e-07,5.913805206474433e-07,3.4429173110395563
HD222368,6,4.6172864054572855,6143.270803465394,0.0014151984791130473,0.2506228419846521,0.2506228419846521,0.2506228419846521,0.2506228419846521,0.2506228419846521,0.2506228419846521,1.0,1.0,1.0,1.0,1.0,1.0,13.670523574761317,4.237218949582301,4.724488730776616,4.1886968326698195,4.263412583454243,3.5555036486947604,-0.133,-0.6779999999999999,-0.079,-0.17800000000000002,0.517,5.799270879780171e-07,6.11597191353028e-07,5.770085408010715e-07,5.900596825071045e-07,5.97117109142467e-07,5.989291500030237e-07,3.4985233148665635
HD222368,7,4.216629489529366,6152.559759272344,-0.008320627698093316,0.2181286369527414,0.2181286369527414,0.2181286369527414,0.2181286369527414,0.2181286369527414,0.2181286369527414,1.0,1.0,1.0,1.0,1.0,1.0,13.634210586167788,4.238063058060342,4.7187363963313524,4.167200528817994,4.264335665489863,3.5571977672275814,-0.129,-0.6579999999999999,-0.07400000000000001,-0.174,0.514,5.773454551588171e-07,6.036238848824327e-07,5.858423498457435e-07,5.873902161639437e-07,5.978357305592361e-07,5.931125129929865e-07,3.4461653149543325
HD222368,8,4.099564916379053,6214.5453161124515,-0.13112307136697887,0.25087730256518825,0.25087730256518825,0.25087730256518825,0.25087730256518825,0.25087730256518825,0.25087730256518825,1.0,1.0,1.0,1.0,1.0,1.0,13.637604967166872,4.23747081800213,4.705555847928371,4.181216653055416,4.258676774985596,3.5590065499692587,-0.128,-0.621,-0.076,-0.16899999999999998,0.495,5.771286675572442e-07,5.905254720729002e-07,5.793944268144188e-07,5.877467883157736e-07,6.073770174980727e-07,5.851667502666378e-07,3.4016911421727265
HD222368,9,4.494089518874411,6247.273424494213,0.02591021066631921,0.2711436936901053,0.2711436936901053,0.2711436936901053,0.2711436936901053,0.2711436936901053,0.2711436936901053,1.0,1.0,1.0,1.0,1.0,1.0,13.622298454258697,4.2370622417789034,4.734098540892313,4.171993622181292,4.260363239612615,3.560427083485369,-0.11900000000000001,-0.632,-0.066,-0.161,0.504,5.725798730580896e-07,5.810607740236331e-07,5.789799517853905e-07,5.825264891912664e-07,6.015755007592453e-07,5.776684136374157e-07,3.3505679426480772
HD222368,10,4.600201759042919,6155.269923860916,-0.1634572008795777,0.24991902194058396,0.24991902194058396,0.24991902194058396,0.24991902194058396,0.24991902194058396,0.24991902194058396,1.0,1.0,1.0,1.0,1.0,1.0,13.615113028366066,4.237487993319338,4.735429714237149,4.190157340700986,4.263473829318755,3.550648179963847,-0.14300000000000002,-0.662,-0.09,-0.184,0.501,5.851480705105063e-07,5.966080224786826e-07,5.821005885053242e-07,5.932960308411429e-07,6.086977587317168e-07,5.920240416914122e-07,3.430211281774179
HD222368,11,4.30046564856967,6139.105899143245,-0.05444588954025057,0.24580874249907328,0.24580874249907328,0.24580874249907328,0.24580874249907328,0.24580874249907328,0.24580874249907328,1.0,1.0,1.0,1.0,1.0,1.0,13.655204903118959,4.23688450288279,4.7020142506085065,4.178384714997715,4.260552319400263,3.5578343303458757,-0.134,-0.664,-0.08,-0.179,0.512,5.806402976488205e-07,6.163895601135039e-07,5.830517304498294e-07,5.921613350403807e-07,5.985869473758466e-07,6.020898551276306e-07,3.509108346958187
HD222368,12,4.223066514062581,6175.487707610789,-0.09539531983395907,0.26819323350975804,0.26819323350975804,0.26819323350975804,0.26819323350975804,0.26819323350975804,0.26819323350975804,1.0,1.0,1.0,1.0,1.0,1.0,13.619698851030009,4.236304094934927,4.71763767874678,4.170719634106264,4.262558409580464,3.5558657462006464,-0.132,-0.643,-0.079,-0.175,0.503,5.798816108537579e-07,5.959446195671155e-07,5.866419573071405e-07,5.888946526502031e-07,6.046647844988711e-07,5.895194160817724e-07,3.418000708866286
